Kpmag,numax,e_numax,Delnu,e_Delnu,A,e_A,Width,e_Width,Teff,e_Teff,log(g),e_log(g),[Fe/H],e_[Fe/H],NoCorM,e_NoCorM,NoCorR,e_NoCorR,RGBcorM,e_RGBcorM,RGBcorR,e_RGBcorR,ClcorM,e_ClcorM,ClcorR,e_ClcorR,Phase
11.75,38.21,0.55,4.35,0.033,107.7,  4.4, 17.1, 1.5,4718,80,2.486,0.008,0.29,0.15,1.3,0.09,10.78,0.29,1.22,0.08,10.46,0.28,1.3,0.09,10.8,0.29,2
11.58,24.96,0.52,3.42,0.119,161.0,  7.1, 11.1, 1.1,4626,80,2.297,0.011,-0.04,0.15,0.92,0.15,11.28,0.84,0.82,0.13,10.67,0.78,0.91,0.14,11.24,0.84,2
12.2,30.96,0.47,3.798,0.014,133.2,  6.4, 12.0, 1.0,4559,80,2.388,0.009,-0.39,0.15,1.13,0.07,11.26,0.27,0.97,0.06,10.42,0.24,1.09,0.07,11.08,0.26,1
9.69,35.76,0.94,4.172,0.074, 93.3,  4.3, 14.8, 1.3,5091,145,2.474,0.014,-0.33,0.3,1.41,0.17,11.39,0.55,1.37,0.16,11.24,0.54,1.44,0.17,11.53,0.56,2
12.03,117.56,0.64,10.422,0.02, 57.3,  2.4, 34.1, 1.5,4834,80,2.98,0.006,-0.12,0.15,1.19,0.06,5.85,0.1,1.11,0.05,5.65,0.1,1.2,0.06,5.86,0.1,1
13.79,92.72,0.56,8.574,0.022, 78.4,  3.2, 26.9, 1.2,5052,154,2.886,0.008,-0.03,0.3,1.36,0.08,6.97,0.15,1.36,0.08,6.97,0.16,1.38,0.09,7.01,0.16,1
12.67,35.84,0.56,4.016,0.013,100.0,  5.9, 13.3, 0.9,4956,148,2.469,0.01,-0.05,0.3,1.59,0.12,12.16,0.32,1.52,0.11,11.9,0.32,1.61,0.12,12.25,0.33,1
10.81,35.55,0.48,4.092,0.023,110.9,  4.3, 14.6, 1.4,4841,100,2.461,0.009,0.11,0.15,1.39,0.09,11.48,0.28,1.32,0.09,11.2,0.28,1.41,0.09,11.55,0.29,1
12.21,24.15,0.4,3.185,0.015,150.3,  8.3,  8.8, 0.7,4929,100,2.297,0.009,-0.89,0.15,1.22,0.09,12.99,0.33,1.07,0.08,12.2,0.31,1.21,0.09,12.94,0.33,1
10.97,31.14,0.89,3.913,0.063,120.6,  4.9, 13.0, 1.2,4967,100,2.409,0.014,-0.25,0.15,1.16,0.14,11.14,0.52,1.11,0.13,10.9,0.5,1.17,0.14,11.19,0.52,2
12.53,8.91,0.72,1.397,0.026,391.7, 25.9,  3.8, 0.4,4247,80,1.831,0.036,-0.16,0.15,1.32,0.34,23.12,2.1,1.15,0.3,21.6,1.95,1.28,0.33,22.78,2.07,1
13.31,80.02,0.6,7.761,0.013, 72.5,  3.4, 24.6, 1.3,4981,144,2.819,0.008,-0.21,0.3,1.28,0.08,7.29,0.16,1.23,0.07,7.14,0.16,1.29,0.08,7.33,0.16,1
10.29,42.29,1.26,4.425,0.391, 62.0, 13.9, 12.2, 3.4,5191,100,2.551,0.014,-0.3,0.15,1.9,0.7,12.09,2.18,1.89,0.69,12.07,2.17,1.96,0.73,12.29,2.23,2
12.343,236.8,1.08,17.719,0.038,     ,     ,     ,    ,4979,100,3.29,0.006,0.31,0.15,1.22,0.06,4.14,0.08,1.24,0.06,4.18,0.08,1.22,0.06,4.14,0.08,1
11.98,49.5,0.49,5.21,0.01, 90.7,  4.5, 16.4, 1.1,5076,100,2.615,0.007,-0.37,0.15,1.53,0.09,10.1,0.2,1.47,0.08,9.89,0.2,1.58,0.09,10.24,0.21,2
13.776,233.72,4.76,18.109,0.087,     ,     ,     ,    ,5144,151,3.292,0.012,-0.44,0.3,1.13,0.1,3.97,0.12,1.13,0.1,3.97,0.12,1.15,0.1,4.01,0.12,1
11.55,17.35,0.57,2.471,0.013,204.6, 12.7,  7.3, 0.7,4697,100,2.142,0.016,-0.32,0.15,1.16,0.13,15.13,0.59,1.01,0.11,14.13,0.55,1.13,0.13,14.97,0.58,1
11.402,245.38,1.18,18.466,0.024,     ,     ,     ,    ,4906,80,3.303,0.006,-0.07,0.15,1.12,0.05,3.92,0.07,1.09,0.05,3.86,0.07,1.13,0.05,3.93,0.07,1
13.15,156.49,1.03,12.813,0.027, 42.9,  1.5, 47.1, 2.5,5279,155,3.123,0.008,-0.26,0.3,1.4,0.09,5.38,0.12,1.45,0.09,5.46,0.12,1.43,0.09,5.44,0.12,1
13.47,113.26,0.7,9.848,0.022, 59.0,  2.5, 32.2, 1.4,5111,158,2.976,0.008,0.03,0.3,1.45,0.09,6.49,0.14,1.47,0.09,6.53,0.15,1.47,0.09,6.53,0.15,1
13.183,214.51,3.84,15.919,0.028,     ,     ,     ,    ,5357,159,3.263,0.011,-0.57,0.3,1.55,0.12,4.81,0.13,1.59,0.13,4.88,0.13,1.6,0.13,4.89,0.13,1
12.3,33.62,0.8,4.088,0.028,114.0,  5.2, 14.5, 1.3,4845,100,2.437,0.012,0.08,0.15,1.18,0.11,10.88,0.35,1.14,0.1,10.68,0.35,1.19,0.11,10.91,0.36,2
11.93,141.76,1.07,12.529,0.028, 47.9,  1.8, 43.1, 2.0,5050,100,3.071,0.007,-0.76,0.15,1.07,0.06,4.99,0.1,1.0,0.05,4.84,0.09,1.09,0.06,5.05,0.1,1
15.268,210.76,2.8,16.596,0.161,     ,     ,     ,    ,4807,163,3.232,0.01,-1.37,0.3,1.06,0.09,4.12,0.13,0.86,0.07,3.73,0.12,0.98,0.08,3.97,0.13,1
15.3,62.44,0.68,6.214,0.014, 88.8,  4.2, 22.2, 2.1,4649,130,2.696,0.009,-0.02,0.3,1.33,0.09,8.57,0.2,1.19,0.08,8.11,0.19,1.33,0.09,8.57,0.2,1
12.98,28.88,0.62,3.656,0.092,129.2,  5.3, 12.7, 1.6,4990,152,2.377,0.012,-0.0,0.3,1.22,0.16,11.86,0.69,1.22,0.16,11.85,0.69,1.23,0.16,11.91,0.7,2
13.38,85.91,0.58,7.863,0.018, 68.7,  2.8, 26.2, 1.1,5043,149,2.853,0.008,-0.29,0.3,1.53,0.09,7.67,0.17,1.46,0.09,7.51,0.16,1.57,0.1,7.77,0.17,1
13.07,37.69,0.35,4.2,0.013, 95.7,  4.7, 12.4, 1.0,4771,80,2.483,0.007,-0.25,0.15,1.46,0.08,11.47,0.23,1.3,0.07,10.85,0.21,1.46,0.08,11.46,0.23,1
12.76,37.26,0.44,4.154,0.023, 87.5,  4.3, 13.9, 1.2,4928,80,2.485,0.008,-0.24,0.15,1.55,0.09,11.78,0.27,1.45,0.09,11.39,0.26,1.58,0.1,11.91,0.27,2
12.36,27.48,0.82,3.756,0.081,142.0,  5.6, 12.4, 1.4,4804,80,2.347,0.014,-0.37,0.15,0.89,0.12,10.49,0.58,0.81,0.11,9.97,0.54,0.89,0.12,10.48,0.58,2
13.37,55.73,0.8,5.88,0.018, 78.0,  4.3, 19.0, 1.3,4971,150,2.662,0.01,-0.3,0.3,1.3,0.1,8.83,0.23,1.23,0.09,8.59,0.22,1.33,0.1,8.91,0.23,1
11.73,158.16,0.82,12.707,0.021, 42.2,  1.4, 46.2, 1.9,5021,100,3.117,0.007,-0.32,0.15,1.39,0.07,5.39,0.1,1.33,0.07,5.27,0.1,1.42,0.07,5.46,0.1,1
12.45,31.86,0.5,3.923,0.04,132.6,  7.5, 13.2, 2.2,4759,80,2.409,0.009,-0.15,0.15,1.15,0.09,11.1,0.34,1.05,0.08,10.57,0.32,1.15,0.09,11.1,0.34,2
13.76,28.16,0.63,3.673,0.072,137.0,  7.2, 10.4, 1.3,5026,152,2.367,0.012,-0.32,0.3,1.12,0.13,11.5,0.57,1.09,0.13,11.35,0.56,1.14,0.13,11.58,0.58,2
12.42,30.61,0.89,3.998,0.066,132.5,  5.6, 12.4, 1.4,4838,80,2.396,0.014,-0.13,0.15,0.97,0.11,10.35,0.49,0.93,0.11,10.12,0.47,0.97,0.11,10.35,0.49,2
13.27,28.89,0.54,4.06,0.07,129.6,  6.0, 13.1, 1.5,5181,157,2.385,0.011,-0.42,0.3,0.85,0.09,9.81,0.43,0.89,0.09,10.01,0.45,0.86,0.09,9.85,0.44,2
11.96,37.77,0.51,4.25,0.08,100.5,  3.9, 15.1, 1.5,4827,80,2.486,0.008,-0.07,0.15,1.42,0.14,11.29,0.49,1.32,0.13,10.88,0.46,1.44,0.14,11.36,0.49,2
11.24,32.02,0.69,4.049,0.045,113.1,  4.5, 13.0, 0.9,4946,100,2.42,0.011,-0.2,0.15,1.09,0.1,10.67,0.38,1.06,0.1,10.49,0.37,1.1,0.1,10.71,0.38,2
12.99,21.8,0.35,2.822,0.036,149.9,  8.9,  8.2, 0.7,4501,80,2.232,0.009,-0.18,0.15,1.27,0.11,14.27,0.49,1.1,0.09,13.31,0.45,1.24,0.1,14.12,0.48,1
13.15,85.11,0.69,7.657,0.015, 70.0,  3.4, 26.0, 1.4,4614,80,2.829,0.007,0.42,0.15,1.45,0.07,7.66,0.14,1.33,0.07,7.36,0.14,1.45,0.07,7.68,0.15,1
11.5,29.42,0.92,3.705,0.036,110.1,  5.4, 13.8, 2.1,5031,100,2.387,0.015,-0.13,0.15,1.24,0.14,11.81,0.48,1.23,0.14,11.76,0.48,1.25,0.14,11.87,0.48,2
12.48,39.94,0.54,4.334,0.036, 97.8,  4.5, 16.5, 1.8,5037,154,2.52,0.01,0.01,0.3,1.66,0.13,11.73,0.35,1.63,0.13,11.62,0.35,1.69,0.13,11.83,0.35,2
12.4,29.45,0.74,3.851,0.042,116.6,  5.5, 13.0, 1.3,5010,153,2.386,0.014,0.0,0.3,1.06,0.11,10.92,0.43,1.08,0.11,11.05,0.44,1.06,0.11,10.95,0.43,2
13.0,34.77,0.51,4.168,0.094,131.2,  4.7, 15.0, 1.2,4986,156,2.457,0.01,0.1,0.3,1.26,0.15,10.98,0.57,1.26,0.15,11.0,0.57,1.27,0.15,11.03,0.57,2
11.69,88.39,0.83,7.404,0.023, 34.0,  1.5, 29.3, 2.2,5270,100,2.875,0.007,-0.07,0.15,2.26,0.12,9.1,0.19,2.4,0.13,9.37,0.19,2.36,0.13,9.29,0.19,2
11.99,40.3,0.65,4.582,0.015, 97.9,  4.4, 15.6, 1.1,4899,145,2.518,0.01,-0.38,0.3,1.31,0.1,10.44,0.28,1.2,0.09,9.99,0.27,1.33,0.1,10.52,0.28,1
12.57,19.38,0.67,2.885,0.09,150.5, 12.2,  8.4, 3.6,4595,80,2.186,0.016,-0.16,0.15,0.84,0.14,12.26,0.9,0.73,0.12,11.44,0.82,0.83,0.14,12.21,0.89,2
11.52,64.33,0.53,6.675,0.011, 83.7,  3.8, 19.2, 0.8,4952,100,2.723,0.007,-0.52,0.15,1.2,0.06,7.9,0.15,1.11,0.06,7.57,0.15,1.23,0.07,7.97,0.16,1
13.96,46.8,0.49,5.156,0.015, 97.8,  4.3, 16.2, 1.0,5010,152,2.587,0.009,-0.22,0.3,1.32,0.09,9.68,0.23,1.28,0.09,9.52,0.23,1.34,0.09,9.76,0.23,1
13.19,56.34,0.58,5.928,0.014, 84.2,  3.1, 19.2, 1.0,4615,80,2.65,0.007,-0.22,0.15,1.17,0.06,8.46,0.17,1.02,0.06,7.89,0.16,1.14,0.06,8.38,0.17,1
11.8,40.62,0.78,4.16,0.459, 63.0,  7.4, 13.6, 2.1,4804,142,2.517,0.011,0.44,0.3,1.92,0.86,12.64,2.81,1.82,0.8,12.31,2.7,1.92,0.86,12.64,2.81,2
12.96,29.1,0.77,3.661,0.041,136.8,  7.1, 13.0, 1.7,4783,145,2.371,0.014,0.18,0.3,1.17,0.13,11.67,0.47,1.12,0.12,11.41,0.46,1.17,0.13,11.7,0.47,2
11.53,40.37,0.62,4.501,0.016,105.3,  4.7, 15.5, 1.1,4862,143,2.517,0.01,-0.15,0.3,1.4,0.1,10.8,0.29,1.3,0.1,10.41,0.28,1.42,0.11,10.89,0.29,1
13.99,45.17,0.57,5.154,0.014, 96.0,  5.2, 15.9, 0.9,4982,151,2.571,0.01,-0.39,0.3,1.18,0.08,9.33,0.23,1.12,0.08,9.07,0.23,1.2,0.08,9.42,0.23,1
11.12,48.03,0.71,4.937,0.033, 70.3,  3.1, 18.7, 1.3,4830,100,2.591,0.009,0.29,0.15,1.61,0.11,10.64,0.28,1.54,0.11,10.41,0.28,1.64,0.12,10.73,0.29,2
13.81,191.26,1.82,14.464,0.019, 26.0,  2.7, 46.6, 7.4,5065,155,3.201,0.009,-0.03,0.3,1.48,0.1,5.06,0.12,1.48,0.1,5.05,0.12,1.5,0.1,5.09,0.12,1
12.41,32.84,0.35,3.799,0.016,132.2,  7.6, 10.8, 0.7,4631,80,2.417,0.007,-0.09,0.15,1.38,0.08,12.03,0.26,1.22,0.07,11.34,0.24,1.37,0.08,12.0,0.26,1
13.18,27.56,0.9,3.67,0.054,109.2,  5.8, 13.1, 7.3,4941,152,2.354,0.016,-0.08,0.3,1.03,0.13,11.18,0.54,1.03,0.13,11.15,0.54,1.03,0.13,11.2,0.54,2
10.54,139.22,1.32,11.062,0.017, 31.2,  1.3, 49.9, 7.3,4812,80,3.052,0.007,0.17,0.15,1.55,0.08,6.13,0.12,1.46,0.08,5.97,0.11,1.57,0.08,6.18,0.12,1
13.08,65.25,0.7,6.154,0.018, 56.8,  2.4, 20.3, 1.0,4758,80,2.721,0.007,-0.0,0.15,1.63,0.09,9.24,0.19,1.5,0.08,8.85,0.18,1.66,0.09,9.3,0.19,1
11.31,43.45,0.53,4.556,0.013, 90.7,  4.1, 16.0, 1.7,4686,100,2.541,0.008,-0.02,0.15,1.57,0.1,11.14,0.25,1.42,0.09,10.58,0.23,1.58,0.1,11.18,0.25,1
12.86,30.03,0.67,3.873,0.036,152.2,  6.2, 12.7, 1.4,4653,80,2.379,0.011,0.04,0.15,0.98,0.09,10.61,0.35,0.9,0.08,10.14,0.34,0.98,0.09,10.61,0.35,2
12.76,23.43,0.37,2.804,0.022,119.3,  5.3,  8.5, 0.6,4675,80,2.272,0.009,-0.2,0.15,1.71,0.12,15.83,0.44,1.53,0.11,14.96,0.41,1.7,0.12,15.79,0.44,1
12.66,39.27,0.57,4.175,0.024, 79.5,  3.4, 14.6, 1.3,4855,80,2.504,0.008,-0.09,0.15,1.73,0.11,12.2,0.3,1.61,0.11,11.76,0.29,1.77,0.12,12.33,0.31,2
13.79,143.82,2.74,10.589,0.027, 26.0,  1.4, 31.5, 3.8,5323,180,3.088,0.012,0.18,0.3,2.36,0.2,7.27,0.22,2.58,0.22,7.59,0.23,2.43,0.21,7.38,0.22,1
12.58,134.09,0.65,11.549,0.019, 54.5,  2.2, 37.7, 1.4,4764,80,3.034,0.006,0.04,0.15,1.15,0.05,5.39,0.09,1.07,0.05,5.22,0.09,1.15,0.05,5.41,0.09,1
13.84,33.58,0.83,3.968,0.122, 97.2,  4.4, 13.6, 1.4,5274,167,2.454,0.013,-0.24,0.3,1.5,0.23,12.04,0.84,1.54,0.24,12.2,0.85,1.54,0.24,12.19,0.85,2
12.74,159.23,1.61,12.422,0.02, 25.9,  1.1, 66.9,11.1,4945,80,3.116,0.007,-0.17,0.15,1.52,0.08,5.64,0.11,1.43,0.08,5.49,0.11,1.55,0.08,5.7,0.11,1
13.8,35.82,0.49,4.112,0.012, 98.6,  4.1, 13.2, 0.9,5038,150,2.473,0.01,-0.27,0.3,1.48,0.11,11.69,0.3,1.42,0.1,11.45,0.29,1.52,0.11,11.83,0.3,1
12.61,59.47,1.09,5.511,0.019, 40.5,  2.3, 24.6, 2.5,4971,80,2.69,0.01,0.11,0.15,2.06,0.15,10.73,0.27,2.01,0.14,10.6,0.27,2.1,0.15,10.86,0.28,2
11.665,202.38,2.93,16.422,0.014,     ,     ,     ,    ,5161,100,3.23,0.009,-0.12,0.15,1.09,0.07,4.19,0.09,1.13,0.07,4.27,0.1,1.09,0.07,4.2,0.09,1
12.07,33.22,0.32,3.674,0.023,110.1,  4.9, 12.4, 2.0,4627,80,2.421,0.007,-0.01,0.15,1.63,0.1,13.01,0.3,1.46,0.09,12.33,0.28,1.63,0.1,13.02,0.3,1
12.62,38.8,0.74,3.73,0.025, 67.3,  3.0, 17.3, 1.8,4774,80,2.496,0.01,0.28,0.15,2.56,0.2,14.97,0.43,2.52,0.19,14.85,0.42,2.59,0.2,15.06,0.43,1
13.79,36.05,0.64,4.196,0.018,108.3,  4.7, 13.5, 1.1,5251,176,2.484,0.011,-0.09,0.3,1.48,0.12,11.53,0.34,1.53,0.13,11.73,0.35,1.51,0.13,11.63,0.34,1
10.5,48.13,0.62,4.875,0.028, 61.9,  2.1, 19.5, 1.3,5158,100,2.606,0.008,-0.15,0.15,1.88,0.12,11.3,0.28,1.88,0.12,11.29,0.28,1.93,0.13,11.46,0.28,2
13.64,69.22,0.58,7.396,0.016, 62.5,  2.7, 21.6, 1.2,5498,175,2.778,0.009,-0.63,0.3,1.16,0.08,7.29,0.17,1.22,0.08,7.49,0.17,1.19,0.08,7.39,0.17,1
13.06,31.23,0.64,4.004,0.048,117.1,  4.8, 13.3, 1.2,4892,80,2.407,0.01,-0.18,0.15,1.04,0.09,10.59,0.38,1.0,0.09,10.36,0.37,1.05,0.09,10.61,0.38,2
13.7,34.69,0.83,4.184,0.051,101.9,  4.7, 14.0, 1.2,5227,165,2.467,0.013,-0.2,0.3,1.32,0.14,11.13,0.45,1.36,0.14,11.29,0.46,1.35,0.14,11.22,0.45,2
11.91,44.71,0.61,4.482,0.034, 75.8,  3.0, 18.5, 1.5,4953,100,2.565,0.009,0.27,0.15,1.99,0.14,12.17,0.33,1.95,0.14,12.07,0.32,2.02,0.14,12.27,0.33,2
13.48,28.32,0.44,3.885,0.036,150.4,  6.0, 11.9, 0.9,5189,163,2.377,0.011,-0.28,0.3,0.96,0.08,10.5,0.34,1.0,0.08,10.72,0.35,0.96,0.08,10.52,0.34,2
13.21,34.08,0.64,4.097,0.036,109.7,  4.3, 13.3, 1.1,5157,163,2.456,0.012,-0.24,0.3,1.34,0.12,11.33,0.38,1.35,0.12,11.37,0.38,1.36,0.12,11.44,0.38,2
12.07,35.1,0.53,4.148,0.032,109.3,  5.3, 13.9, 1.3,4809,80,2.454,0.009,0.04,0.15,1.25,0.09,10.99,0.3,1.18,0.08,10.68,0.29,1.26,0.09,11.04,0.3,2
13.99,58.49,0.5,5.895,0.018, 97.3,  4.5, 18.3, 1.1,4881,157,2.679,0.009,0.34,0.3,1.45,0.1,9.14,0.22,1.42,0.09,9.04,0.22,1.46,0.1,9.17,0.22,1
13.58,50.87,1.68,5.192,0.162, 54.7,  8.7, 18.7, 5.6,4855,169,2.617,0.017,-0.12,0.3,1.58,0.27,10.22,0.76,1.46,0.25,9.84,0.72,1.6,0.27,10.29,0.76,1
13.73,121.76,1.7,10.221,0.012, 36.9,  2.7, 44.2, 5.2,5085,160,3.006,0.01,0.11,0.3,1.54,0.11,6.46,0.16,1.56,0.11,6.49,0.17,1.57,0.11,6.51,0.17,1
13.14,33.06,0.46,4.158,0.022,131.9,  5.6, 13.1, 1.3,4809,80,2.428,0.008,-0.01,0.15,1.04,0.07,10.31,0.25,0.99,0.06,10.08,0.24,1.04,0.07,10.33,0.25,2
13.76,63.88,0.52,6.234,0.019, 76.5,  3.2, 20.6, 1.2,5068,159,2.725,0.009,0.05,0.3,1.6,0.1,9.09,0.21,1.6,0.1,9.08,0.21,1.62,0.11,9.16,0.21,1
13.68,31.83,0.71,3.507,0.034, 66.7,  4.7, 12.2, 1.3,5206,164,2.428,0.013,-0.48,0.3,2.06,0.2,14.51,0.53,2.06,0.2,14.5,0.53,2.17,0.21,14.89,0.54,2
11.85,55.92,0.7,5.838,0.013, 85.3,  3.9, 18.8, 1.1,4734,100,2.652,0.008,0.16,0.15,1.26,0.08,8.77,0.19,1.18,0.07,8.48,0.19,1.27,0.08,8.81,0.19,1
13.01,30.51,0.79,3.873,0.028,124.5,  5.6, 13.2, 1.5,4781,80,2.391,0.013,-0.0,0.15,1.07,0.1,10.93,0.37,1.01,0.09,10.62,0.36,1.08,0.1,10.96,0.37,2
12.62,26.56,0.81,3.372,0.039,155.2,  6.2, 13.6, 1.8,4535,80,2.32,0.015,0.47,0.3,1.14,0.13,12.22,0.51,1.04,0.12,11.68,0.49,1.14,0.13,12.26,0.51,1
13.93,178.16,0.91,14.463,0.032, 47.8,  2.1, 47.0, 2.5,5227,165,3.177,0.008,-0.29,0.3,1.26,0.08,4.79,0.11,1.29,0.08,4.84,0.11,1.28,0.08,4.82,0.11,1
11.16,91.69,0.94,7.539,0.037, 37.0,  1.2, 32.1, 1.6,5235,100,2.889,0.007,0.12,0.15,2.32,0.14,9.07,0.2,2.48,0.15,9.37,0.21,2.4,0.14,9.21,0.21,2
11.36,37.29,0.56,4.273,0.034, 94.4,  3.4, 15.8, 1.3,4929,100,2.485,0.009,0.05,0.15,1.38,0.1,11.14,0.31,1.34,0.1,10.98,0.31,1.4,0.1,11.22,0.31,2
12.45,32.08,0.51,3.839,0.012,132.7,  7.2, 11.2, 1.0,4545,80,2.402,0.009,-0.04,0.15,1.2,0.08,11.4,0.27,1.05,0.07,10.68,0.25,1.18,0.08,11.34,0.27,1
12.95,27.81,0.79,3.563,0.045,146.1,  6.8, 13.4, 1.8,4824,150,2.353,0.015,0.18,0.3,1.15,0.13,11.83,0.51,1.12,0.13,11.66,0.51,1.16,0.13,11.85,0.52,2
12.04,50.16,0.47,4.935,0.013, 86.5,  4.0, 17.6, 0.9,4778,100,2.607,0.008,0.53,0.15,1.81,0.1,11.06,0.23,1.72,0.1,10.79,0.22,1.82,0.1,11.11,0.23,1
10.05,61.44,0.49,6.045,0.014, 73.3,  3.0, 19.1, 0.9,4742,100,2.694,0.007,0.14,0.15,1.46,0.08,9.0,0.18,1.36,0.07,8.67,0.17,1.48,0.08,9.06,0.18,1
12.73,30.07,0.53,3.942,0.038,140.3,  5.2, 12.8, 0.9,4716,80,2.382,0.01,0.06,0.15,0.94,0.07,10.33,0.32,0.89,0.07,10.04,0.31,0.94,0.07,10.35,0.32,2
12.913,223.93,2.09,16.86,0.041,     ,     ,     ,    ,5148,162,3.273,0.009,0.0,0.3,1.32,0.09,4.39,0.1,1.36,0.09,4.46,0.11,1.34,0.09,4.42,0.1,1
13.72,31.11,0.4,3.809,0.169,120.4,  4.8, 14.5, 1.7,5128,173,2.415,0.01,-0.6,0.3,1.35,0.26,11.93,1.1,1.3,0.25,11.71,1.07,1.39,0.27,12.11,1.13,2
13.71,27.49,0.66,3.347,0.087,103.4,  5.9, 15.5, 1.9,5017,165,2.357,0.013,-0.34,0.3,1.51,0.21,13.51,0.83,1.43,0.2,13.15,0.8,1.55,0.22,13.69,0.84,2
10.49,94.2,1.01,7.895,0.028, 41.3,  1.2, 41.5, 4.6,4998,80,2.891,0.007,0.15,0.15,1.96,0.11,8.3,0.17,1.92,0.11,8.23,0.17,2.0,0.11,8.4,0.17,2
12.52,66.25,0.42,6.511,0.017, 66.2,  3.6, 18.5, 1.1,4604,80,2.72,0.006,0.14,0.15,1.3,0.06,8.24,0.15,1.17,0.06,7.82,0.14,1.31,0.06,8.26,0.15,1
12.19,54.26,1.0,5.079,0.046, 36.4,  1.8, 21.6, 1.8,5062,100,2.654,0.01,-0.12,0.15,2.22,0.18,11.63,0.36,2.2,0.18,11.58,0.36,2.31,0.19,11.85,0.37,2
13.66,117.04,0.47,10.522,0.024, 72.9,  2.9, 30.1, 1.1,4797,151,2.976,0.008,-0.66,0.3,1.12,0.07,5.69,0.13,0.96,0.06,5.28,0.12,1.08,0.07,5.6,0.12,1
10.6,48.18,0.7,4.89,0.033, 58.2,  2.2, 18.6, 1.3,4954,100,2.598,0.009,-0.04,0.15,1.75,0.12,11.02,0.29,1.68,0.12,10.77,0.28,1.8,0.12,11.16,0.29,2
13.83,84.3,0.59,7.663,0.015, 72.0,  2.9, 26.9, 1.3,4643,162,2.827,0.009,0.02,0.3,1.41,0.1,7.6,0.18,1.27,0.09,7.21,0.17,1.42,0.1,7.61,0.18,1
13.19,38.24,1.68,4.319,0.216, 89.2, 11.9, 14.0, 2.7,4813,168,2.491,0.021,-0.68,0.3,1.38,0.34,11.05,1.23,1.2,0.29,10.31,1.12,1.35,0.33,10.92,1.21,2
11.53,32.98,0.64,4.094,0.053,125.7,  5.0, 13.0, 1.2,4805,80,2.426,0.01,0.05,0.15,1.09,0.1,10.6,0.39,1.05,0.09,10.37,0.37,1.1,0.1,10.63,0.39,2
13.25,29.75,0.45,3.617,0.023,128.1,  6.1, 12.0, 1.9,5116,150,2.395,0.01,-0.23,0.3,1.45,0.11,12.64,0.36,1.43,0.11,12.57,0.36,1.48,0.11,12.79,0.36,2
10.84,29.77,0.73,4.082,0.056,150.0,  6.7, 12.6, 1.7,4814,80,2.382,0.012,0.0,0.15,0.82,0.08,9.63,0.39,0.83,0.08,9.71,0.39,0.83,0.08,9.7,0.39,2
12.25,53.2,0.4,5.719,0.013, 94.2,  5.6, 16.2, 1.0,5084,149,2.646,0.008,-0.04,0.3,1.31,0.08,9.01,0.2,1.33,0.08,9.06,0.2,1.33,0.08,9.07,0.2,1
14.548,202.07,3.28,15.628,0.103,     ,     ,     ,    ,5272,158,3.234,0.011,-0.11,0.3,1.36,0.11,4.67,0.14,1.42,0.11,4.76,0.14,1.38,0.11,4.71,0.14,1
13.68,33.83,0.38,4.106,0.013,151.3,  8.0, 11.4, 0.8,5060,151,2.449,0.009,-0.12,0.3,1.26,0.09,11.09,0.27,1.26,0.09,11.09,0.27,1.27,0.09,11.15,0.27,1
11.27,38.65,0.61,4.29,0.014,101.8,  3.9, 14.9, 0.8,5025,155,2.505,0.011,0.25,0.3,1.56,0.12,11.57,0.31,1.57,0.12,11.59,0.31,1.59,0.12,11.66,0.31,2
9.86,107.85,1.37,8.668,0.034, 29.1,  1.1, 45.6, 3.7,4947,80,2.947,0.008,0.1,0.15,1.99,0.12,7.85,0.17,1.92,0.12,7.72,0.17,2.04,0.12,7.94,0.18,2
12.73,50.22,0.47,5.409,0.013, 97.3,  4.1, 16.1, 0.9,4616,80,2.6,0.007,-0.21,0.15,1.19,0.06,9.06,0.18,1.04,0.06,8.46,0.16,1.17,0.06,8.98,0.18,1
13.72,31.57,0.47,3.905,0.014,142.8,  7.3, 11.4, 0.9,5072,147,2.419,0.01,-0.31,0.3,1.26,0.09,11.46,0.3,1.23,0.09,11.33,0.3,1.28,0.09,11.56,0.3,1
11.64,22.7,1.1,3.06,0.036,155.5,  7.6, 10.9, 1.5,4647,80,2.257,0.022,0.05,0.15,1.09,0.17,12.84,0.72,0.98,0.16,12.21,0.68,1.09,0.17,12.84,0.72,2
11.35,30.41,0.66,4.194,0.147,111.3,  4.8, 12.1, 1.1,5039,80,2.401,0.011,-0.56,0.15,0.84,0.13,9.54,0.72,0.83,0.13,9.48,0.71,0.85,0.14,9.64,0.73,2
13.98,63.59,0.72,6.639,0.016, 79.8,  6.4, 17.5, 1.5,5019,149,2.721,0.009,-0.26,0.3,1.21,0.08,7.94,0.19,1.18,0.08,7.83,0.19,1.22,0.08,7.99,0.19,1
13.89,42.83,0.53,4.865,0.014,104.6,  5.6, 14.7, 0.9,5046,149,2.551,0.009,-0.53,0.3,1.29,0.09,9.99,0.25,1.22,0.08,9.72,0.24,1.33,0.09,10.12,0.25,1
12.32,29.58,0.73,3.945,0.052,152.4,  5.3, 12.9, 1.5,5017,152,2.389,0.013,0.01,0.3,0.98,0.11,10.46,0.44,1.01,0.11,10.64,0.45,0.98,0.11,10.49,0.44,2
